user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day
12354,Mexico,26,2022-04-11,Premium Individual,Active,0,0,No,No,1,3.77,Country,Discover Weekly,Better AI Recommendations,Tablet,2,5
12355,Spain,56,2020-01-13,Free,Active,0,0,No,No,4,7.21,Pop,Radio,HiFi Audio,Mobile,8,12
12356,India,48,2020-04-02,Premium Individual,Active,4,1,Yes,Yes,2,7.8,Jazz,Lyrics,Better AI Recommendations,Car System,4,15
12357,Brazil,39,2018-12-28,Student,Active,2,0,No,No,3,4.02,Rock,Radio,Better AI Recommendations,Desktop,2,10
12358,Germany,40,2025-09-23,Free,Active,0,0,No,No,5,15.18,Pop,Podcasts,Mood-based Auto Playlists,Tablet,10,10
12359,Mexico,50,2023-10-19,Premium Duo,Active,2,0,No,No,5,8.6,Bollywood,Playlists,HiFi Audio,Tablet,7,12
12360,Indonesia,36,2021-10-15,Free,Active,1,0,Yes,No,4,19.47,Bollywood,AI DJ,Social Listening,Desktop,13,7
12361,Germany,40,2019-01-29,Free,Inactive,7,1,No,No,3,5.4,Indie,Offline Mode,HiFi Audio,Car System,7,6
12362,Mexico,18,2021-05-24,Premium Individual,Inactive,3,1,Yes,No,3,2.95,Bollywood,Podcasts,Mood-based Auto Playlists,Car System,8,11
12363,Indonesia,42,2025-06-04,Premium Individual,Active,2,0,No,No,5,8.06,Indie,Offline Mode,HiFi Audio,Mobile,6,11
12364,UK,57,2019-09-20,Premium Duo,Active,0,0,Yes,No,4,6.53,K-Pop,Radio,Social Listening,Desktop,6,9
12365,Brazil,44,2025-11-25,Premium Family,Active,0,0,No,No,4,16.59,Indie,AI DJ,Lyrics Translation,Car System,7,10
12366,Canada,40,2024-04-10,Free,Active,0,0,Yes,No,3,15.64,Electronic,AI DJ,Social Listening,Car System,11,9
12367,Indonesia,37,2020-01-09,Free,Active,1,0,No,No,4,11.44,Country,Offline Mode,Mood-based Auto Playlists,Mobile,5,7
12368,Germany,17,2025-01-23,Premium Duo,Active,1,0,Yes,No,4,6.72,Latin,AI DJ,Mood-based Auto Playlists,Car System,9,11
12369,Brazil,24,2023-01-11,Premium Duo,Active,0,0,No,No,3,20.5,Indie,Discover Weekly,Mood-based Auto Playlists,Desktop,6,17
12370,Mexico,32,2023-02-02,Premium Individual,Active,2,0,Yes,No,5,13.38,Classical,Radio,Lyrics Translation,Mobile,5,9
12371,Indonesia,24,2019-07-13,Free,Active,2,0,No,No,1,19.15,Classical,Offline Mode,Better AI Recommendations,Car System,7,10
12372,France,54,2021-07-27,Student,Active,0,0,Yes,No,4,10.24,Latin,Lyrics,Better AI Recommendations,Mobile,12,17
12373,Mexico,20,2025-05-04,Premium Individual,Active,0,0,No,No,4,11.98,K-Pop,Podcasts,Better AI Recommendations,Tablet,10,14
12374,Spain,19,2024-11-09,Free,Active,2,0,Yes,No,4,13.67,Electronic,AI DJ,Mood-based Auto Playlists,Mobile,18,9
12375,USA,34,2025-05-18,Student,Active,0,0,No,No,3,12.36,Indie,Daily Mix,Mood-based Auto Playlists,Car System,9,9
12376,Spain,17,2018-01-06,Student,Active,3,1,No,No,5,10.0,Rock,Daily Mix,Social Listening,Car System,9,13
12377,Germany,27,2025-04-16,Premium Individual,Active,0,0,No,No,4,10.39,Classical,Radio,Lyrics Translation,Mobile,5,15
12378,Italy,51,2020-08-15,Free,Active,1,0,Yes,No,3,8.15,Country,Daily Mix,Better AI Recommendations,Desktop,8,9
12379,India,29,2024-01-15,Premium Duo,Active,1,0,No,No,3,2.86,Country,Playlists,Mood-based Auto Playlists,Tablet,7,12
12380,Canada,27,2022-05-15,Premium Family,Active,0,0,Yes,No,4,11.14,Bollywood,AI DJ,Better AI Recommendations,Mobile,13,6
12381,Canada,31,2025-06-25,Student,Active,0,0,Yes,No,2,17.18,Latin,Lyrics,Social Listening,Tablet,5,11
12382,Germany,55,2025-02-11,Free,Active,1,0,No,No,5,5.77,Jazz,Discover Weekly,Concert Alerts,Tablet,5,15
12383,Spain,33,2018-03-18,Premium Individual,Active,0,0,Yes,No,4,9.73,Electronic,Playlists,Better AI Recommendations,Desktop,9,14
12384,India,53,2020-11-20,Free,Active,1,0,No,No,2,6.13,Pop,Discover Weekly,Social Listening,Car System,14,8
12385,India,45,2020-05-26,Premium Individual,Active,7,1,No,No,3,12.51,Pop,Lyrics,Better AI Recommendations,Mobile,5,7
12386,India,59,2025-11-28,Free,Active,0,0,No,No,2,14.97,Jazz,Radio,HiFi Audio,Desktop,9,14
12387,Australia,30,2024-04-05,Premium Family,Active,2,0,Yes,Yes,4,13.6,Country,Podcasts,Lyrics Translation,Smart Speaker,7,5
12388,India,33,2025-02-17,Free,Active,0,0,Yes,No,1,18.74,Hip-Hop,AI DJ,Mood-based Auto Playlists,Car System,7,13
12389,Canada,31,2023-08-08,Premium Individual,Active,0,0,No,No,4,13.26,Classical,Podcasts,Concert Alerts,Car System,7,15
12390,France,30,2022-05-05,Free,Active,2,0,Yes,Yes,4,11.66,K-Pop,Discover Weekly,HiFi Audio,Desktop,3,10
12391,Indonesia,17,2021-06-28,Free,Active,0,0,No,No,4,9.44,Indie,Discover Weekly,HiFi Audio,Tablet,6,16
12392,India,34,2020-04-18,Premium Family,Active,1,0,Yes,No,2,11.79,Latin,Playlists,Mood-based Auto Playlists,Desktop,6,17
12393,Canada,58,2019-11-11,Free,Active,1,0,No,No,4,13.44,Rock,Discover Weekly,Mood-based Auto Playlists,Desktop,7,8
12394,France,27,2019-03-28,Free,Active,3,1,Yes,No,4,15.69,Hip-Hop,Radio,Mood-based Auto Playlists,Smart Speaker,5,8
12395,Canada,45,2022-08-08,Free,Active,0,0,No,No,1,19.65,K-Pop,Discover Weekly,Concert Alerts,Car System,7,9
12396,Germany,36,2020-07-26,Premium Individual,Active,2,0,No,No,2,21.33,Indie,Lyrics,Better AI Recommendations,Smart Speaker,6,11
12397,Spain,59,2024-11-13,Premium Duo,Active,0,0,No,No,4,12.45,Latin,Podcasts,Mood-based Auto Playlists,Tablet,4,8
12398,Italy,56,2019-10-17,Premium Individual,Active,0,0,No,No,5,7.48,Jazz,Offline Mode,Lyrics Translation,Car System,1,12
12399,UK,21,2023-04-20,Free,Active,4,1,No,No,4,5.42,Country,Lyrics,Better AI Recommendations,Smart Speaker,8,10
12400,Italy,39,2023-05-25,Premium Individual,Active,0,0,Yes,No,3,14.61,R&B,Radio,Social Listening,Desktop,9,10
12401,USA,29,2019-11-13,Premium Individual,Active,5,1,No,No,3,7.24,Classical,Daily Mix,HiFi Audio,Car System,7,12
12402,Mexico,41,2024-12-03,Free,Active,0,0,No,No,4,11.05,Jazz,Discover Weekly,Better AI Recommendations,Car System,13,14
12403,Spain,56,2022-01-19,Free,Active,2,0,Yes,No,5,12.87,Electronic,Offline Mode,Mood-based Auto Playlists,Desktop,8,12
12404,Italy,24,2018-12-20,Premium Duo,Active,0,0,No,No,4,6.77,Classical,Discover Weekly,Lyrics Translation,Smart Speaker,6,12
12405,USA,53,2018-02-22,Free,Active,1,0,No,No,5,11.45,Jazz,Playlists,HiFi Audio,Desktop,8,10
12406,Germany,16,2020-10-17,Premium Duo,Active,1,0,Yes,Yes,4,7.19,Pop,Podcasts,HiFi Audio,Desktop,3,8
12407,Mexico,24,2026-02-19,Student,Active,0,0,Yes,No,2,9.52,R&B,Radio,Mood-based Auto Playlists,Mobile,8,5
12408,Australia,21,2025-05-21,Premium Family,Active,0,0,No,No,5,10.24,Latin,Daily Mix,Lyrics Translation,Smart Speaker,5,13
12409,France,43,2023-08-06,Premium Family,Active,3,1,No,No,4,8.15,Indie,Lyrics,Concert Alerts,Smart Speaker,6,10
12410,Mexico,52,2019-09-29,Premium Family,Active,2,0,No,No,4,0.68,Rock,Offline Mode,Mood-based Auto Playlists,Smart Speaker,6,9
12411,Mexico,21,2021-02-13,Premium Individual,Active,1,0,No,No,5,8.56,Country,Daily Mix,Social Listening,Tablet,9,10
12412,Canada,36,2023-05-23,Premium Family,Active,0,0,Yes,No,5,7.35,R&B,Podcasts,Mood-based Auto Playlists,Smart Speaker,7,12
12413,France,24,2018-03-17,Premium Individual,Active,0,0,Yes,No,5,7.77,Country,Offline Mode,Mood-based Auto Playlists,Desktop,9,10
12414,Spain,36,2023-11-26,Premium Individual,Active,1,0,No,No,3,14.1,Pop,Offline Mode,HiFi Audio,Mobile,7,9
12415,India,42,2019-05-09,Free,Active,1,0,No,No,3,14.26,Indie,Lyrics,Better AI Recommendations,Mobile,10,9
12416,France,53,2025-11-24,Premium Duo,Inactive,3,1,No,No,3,6.67,K-Pop,AI DJ,Lyrics Translation,Car System,10,6
12417,Italy,41,2019-11-29,Premium Individual,Active,2,0,No,No,4,13.61,Pop,Podcasts,HiFi Audio,Tablet,12,13
12418,Germany,58,2024-05-19,Premium Individual,Active,1,0,No,No,4,16.03,Latin,Podcasts,Mood-based Auto Playlists,Smart Speaker,10,9
12419,Australia,29,2020-11-07,Premium Duo,Active,1,0,No,No,4,9.5,Pop,Discover Weekly,Social Listening,Car System,5,9
12420,Germany,54,2020-09-30,Free,Inactive,5,1,Yes,No,5,13.24,Country,Playlists,Concert Alerts,Car System,6,12
12421,Germany,58,2021-07-11,Premium Individual,Active,0,0,No,No,3,10.99,Hip-Hop,Podcasts,Concert Alerts,Tablet,9,8
12422,India,33,2022-05-08,Student,Active,2,0,Yes,No,1,8.84,Indie,Podcasts,HiFi Audio,Car System,7,7
12423,Spain,55,2023-12-02,Free,Inactive,7,1,No,No,4,11.6,Classical,AI DJ,Better AI Recommendations,Mobile,12,9
12424,UK,47,2019-12-01,Premium Individual,Inactive,3,1,Yes,No,2,9.54,Hip-Hop,Discover Weekly,Lyrics Translation,Smart Speaker,9,10
12425,Canada,23,2026-01-10,Premium Individual,Active,0,0,Yes,No,4,9.47,Bollywood,Offline Mode,HiFi Audio,Mobile,13,10
12426,Indonesia,19,2025-01-17,Free,Active,1,0,No,No,5,13.65,Classical,Radio,Mood-based Auto Playlists,Tablet,5,9
12427,France,52,2021-08-02,Premium Individual,Active,0,0,No,No,4,7.35,Bollywood,AI DJ,Lyrics Translation,Car System,9,6
12428,Brazil,30,2023-11-03,Premium Individual,Active,2,0,No,No,4,6.26,Hip-Hop,Lyrics,Mood-based Auto Playlists,Smart Speaker,9,8
12429,Mexico,23,2020-12-16,Premium Family,Active,1,0,No,No,5,14.03,Hip-Hop,Lyrics,Mood-based Auto Playlists,Mobile,14,13
12430,Mexico,46,2023-12-21,Premium Individual,Inactive,5,1,Yes,No,5,17.11,K-Pop,Playlists,Social Listening,Car System,11,2
12431,Italy,32,2020-02-18,Premium Individual,Active,1,0,No,No,5,9.07,Electronic,Playlists,Social Listening,Smart Speaker,7,13
12432,Canada,48,2026-01-31,Premium Individual,Inactive,3,1,No,No,4,15.53,Bollywood,Playlists,HiFi Audio,Car System,4,9
12433,France,33,2018-02-18,Free,Active,0,0,Yes,No,4,14.78,Rock,Offline Mode,Lyrics Translation,Tablet,9,12
12434,USA,51,2021-12-11,Student,Active,2,0,No,No,5,14.84,Rock,Daily Mix,Mood-based Auto Playlists,Tablet,7,14
12435,Brazil,54,2023-09-14,Premium Individual,Active,1,0,No,No,4,8.37,Latin,Podcasts,HiFi Audio,Tablet,10,9
12436,France,45,2019-05-22,Free,Active,1,0,No,No,4,12.98,Jazz,AI DJ,Lyrics Translation,Desktop,6,13
12437,Indonesia,53,2018-02-19,Student,Active,0,0,No,No,1,1.66,Indie,Daily Mix,Social Listening,Desktop,7,8
12438,Mexico,44,2021-07-09,Free,Active,2,0,No,No,5,10.32,Pop,Lyrics,Lyrics Translation,Desktop,9,11
12439,UK,44,2025-11-08,Premium Individual,Active,2,0,No,No,5,7.93,Hip-Hop,Lyrics,Lyrics Translation,Tablet,7,9
12440,Italy,33,2022-06-14,Free,Active,0,0,No,No,5,11.02,K-Pop,Radio,Social Listening,Tablet,7,5
12441,Brazil,33,2023-07-01,Free,Active,0,0,No,No,1,3.67,Bollywood,Podcasts,Concert Alerts,Smart Speaker,12,8
12442,Germany,23,2023-09-22,Premium Family,Active,0,0,No,No,2,22.05,R&B,AI DJ,Social Listening,Smart Speaker,9,8
12443,Australia,45,2020-08-25,Free,Active,0,0,No,No,3,11.97,Country,Playlists,Better AI Recommendations,Desktop,8,14
12444,Spain,41,2018-02-25,Free,Active,2,0,No,No,1,2.34,Electronic,Lyrics,Better AI Recommendations,Car System,3,6
12445,Mexico,26,2018-07-08,Premium Individual,Inactive,4,1,No,No,3,13.54,Rock,Lyrics,Social Listening,Desktop,8,7
12446,Canada,22,2025-08-09,Free,Active,2,0,No,No,2,12.13,Hip-Hop,Discover Weekly,Concert Alerts,Mobile,10,5
12447,Indonesia,60,2021-12-21,Free,Inactive,4,1,No,No,2,8.17,Pop,Podcasts,Concert Alerts,Tablet,8,6
12448,Indonesia,59,2019-06-07,Free,Active,1,0,No,No,4,8.14,K-Pop,AI DJ,Social Listening,Car System,7,7
12449,Germany,42,2022-02-02,Free,Active,0,0,Yes,No,5,9.79,Pop,Offline Mode,Concert Alerts,Desktop,8,11
12450,France,32,2021-12-10,Free,Active,0,0,No,No,5,7.76,R&B,Lyrics,Better AI Recommendations,Mobile,9,5
12451,India,45,2025-07-01,Free,Active,0,0,No,No,4,9.3,Latin,AI DJ,Social Listening,Smart Speaker,9,6
12452,India,45,2023-03-31,Premium Individual,Active,0,0,Yes,No,3,7.65,Hip-Hop,Offline Mode,Social Listening,Tablet,8,7
12453,Australia,34,2024-02-16,Free,Inactive,3,1,Yes,No,4,5.86,Jazz,AI DJ,Mood-based Auto Playlists,Desktop,5,19
12454,Indonesia,43,2022-09-20,Free,Active,0,0,No,No,5,15.92,Jazz,Daily Mix,Concert Alerts,Tablet,8,19
12455,Australia,31,2025-06-17,Free,Inactive,5,1,Yes,No,4,8.16,Jazz,Lyrics,Social Listening,Car System,7,16
12456,Canada,57,2023-02-15,Free,Active,0,0,No,No,3,6.19,K-Pop,Offline Mode,Lyrics Translation,Desktop,6,10
12457,India,49,2026-02-09,Premium Individual,Active,0,0,Yes,No,4,14.83,Jazz,Discover Weekly,Mood-based Auto Playlists,Mobile,5,11
12458,Brazil,29,2025-06-07,Premium Duo,Active,0,0,Yes,No,4,7.09,Indie,Discover Weekly,Social Listening,Smart Speaker,5,9
12459,Australia,26,2026-01-10,Student,Inactive,3,1,No,No,3,4.92,Hip-Hop,Daily Mix,Social Listening,Car System,12,10
12460,UK,26,2025-09-05,Premium Family,Active,1,0,No,No,3,8.92,Pop,Daily Mix,HiFi Audio,Car System,4,6
12461,India,38,2018-09-11,Premium Duo,Inactive,6,1,No,No,2,7.36,Pop,Lyrics,Concert Alerts,Desktop,11,6
12462,Brazil,42,2021-09-04,Premium Duo,Active,1,0,Yes,No,4,12.11,Hip-Hop,AI DJ,Concert Alerts,Car System,7,9
12463,Spain,35,2025-02-20,Free,Active,2,0,No,No,5,9.98,Country,Playlists,Better AI Recommendations,Mobile,7,7
12464,France,32,2025-06-14,Premium Individual,Active,1,0,Yes,Yes,5,14.93,Latin,AI DJ,Concert Alerts,Car System,7,14
12465,Indonesia,30,2022-10-17,Student,Active,0,0,Yes,No,4,7.32,Indie,Lyrics,Better AI Recommendations,Mobile,12,8
12466,Brazil,32,2021-01-11,Student,Active,3,1,No,No,5,14.73,Pop,Podcasts,Lyrics Translation,Car System,6,17
12467,Canada,51,2020-09-01,Premium Duo,Active,1,0,Yes,No,2,8.39,K-Pop,Playlists,Better AI Recommendations,Tablet,9,12
12468,USA,19,2022-03-23,Student,Active,0,0,No,No,5,14.83,Electronic,Offline Mode,Lyrics Translation,Smart Speaker,8,10
12469,Spain,18,2019-02-08,Free,Active,1,0,No,No,4,4.52,Jazz,Offline Mode,Lyrics Translation,Desktop,15,14
12470,USA,56,2021-08-21,Premium Duo,Active,0,0,No,No,5,5.82,Indie,Offline Mode,Mood-based Auto Playlists,Car System,7,4
12471,Indonesia,24,2018-10-19,Free,Active,0,0,No,No,3,6.15,Classical,Daily Mix,Social Listening,Tablet,7,9
12472,Australia,39,2023-02-02,Premium Individual,Active,1,0,Yes,Yes,2,5.77,Electronic,Discover Weekly,HiFi Audio,Tablet,8,12
12473,Mexico,27,2024-02-28,Premium Duo,Inactive,4,1,Yes,No,5,8.37,K-Pop,Podcasts,Lyrics Translation,Tablet,8,10
12474,France,57,2025-09-18,Premium Individual,Inactive,3,1,No,No,2,9.18,Classical,AI DJ,Social Listening,Smart Speaker,13,8
12475,Spain,51,2024-12-05,Premium Individual,Active,5,1,No,No,4,12.7,Bollywood,Lyrics,Social Listening,Desktop,5,8
12476,Canada,50,2024-02-19,Premium Family,Active,1,0,No,No,3,13.93,Rock,AI DJ,HiFi Audio,Mobile,7,9
12477,Spain,39,2025-04-24,Free,Active,1,0,No,No,3,11.33,Electronic,Daily Mix,Social Listening,Desktop,11,8
12478,Indonesia,57,2022-02-24,Free,Active,0,0,Yes,No,1,14.59,Jazz,Offline Mode,Social Listening,Mobile,5,10
12479,Italy,35,2019-09-19,Premium Duo,Active,0,0,No,No,1,6.16,Latin,Radio,Concert Alerts,Car System,6,10
12480,France,37,2026-01-16,Student,Active,1,0,Yes,No,4,8.88,Country,Offline Mode,Better AI Recommendations,Desktop,6,11
12481,UK,56,2024-04-24,Premium Individual,Active,1,0,No,No,4,11.09,Bollywood,Radio,HiFi Audio,Smart Speaker,5,15
12482,Indonesia,29,2026-01-15,Student,Active,0,0,No,No,4,11.83,Classical,Playlists,Lyrics Translation,Mobile,5,6
12483,Indonesia,52,2023-02-11,Premium Family,Inactive,4,1,No,No,4,12.92,Rock,Radio,HiFi Audio,Tablet,8,7
12484,India,57,2020-10-08,Premium Family,Inactive,6,1,Yes,No,2,7.05,K-Pop,Podcasts,HiFi Audio,Mobile,11,19
12485,Australia,59,2020-11-29,Free,Inactive,4,1,No,No,3,16.74,Latin,Playlists,HiFi Audio,Car System,13,14
12486,UK,54,2020-09-01,Student,Active,0,0,No,No,5,8.53,Hip-Hop,Discover Weekly,Social Listening,Desktop,6,17
12487,Canada,55,2021-02-12,Free,Active,2,0,Yes,No,4,13.71,Bollywood,AI DJ,Mood-based Auto Playlists,Mobile,7,7
12488,UK,46,2021-12-01,Premium Duo,Active,1,0,No,No,4,3.69,Indie,AI DJ,HiFi Audio,Smart Speaker,5,11
12489,Germany,20,2022-05-22,Premium Individual,Active,1,0,No,No,5,13.68,Jazz,Playlists,Social Listening,Mobile,8,11
12490,France,22,2023-12-23,Premium Family,Active,2,0,No,No,2,16.52,Bollywood,Discover Weekly,Better AI Recommendations,Mobile,6,12
12491,France,16,2025-03-13,Premium Duo,Active,0,0,Yes,No,4,5.12,Electronic,Playlists,Concert Alerts,Tablet,8,8
12492,USA,17,2020-11-26,Premium Family,Active,0,0,No,No,3,9.7,Country,Discover Weekly,Social Listening,Desktop,7,8
12493,Indonesia,41,2024-12-14,Student,Active,2,0,Yes,No,4,5.69,Classical,Playlists,Better AI Recommendations,Smart Speaker,10,6
12494,France,40,2022-11-13,Premium Individual,Active,0,0,Yes,No,5,12.25,Bollywood,AI DJ,Lyrics Translation,Tablet,11,13
12495,Germany,22,2018-05-15,Free,Inactive,3,1,Yes,No,3,14.59,Jazz,Discover Weekly,Concert Alerts,Smart Speaker,10,14
12496,USA,16,2021-05-02,Premium Individual,Active,1,0,No,No,2,10.95,R&B,Discover Weekly,Better AI Recommendations,Mobile,14,10
12497,Indonesia,40,2023-09-23,Premium Duo,Inactive,4,1,No,No,3,9.35,Latin,Offline Mode,Mood-based Auto Playlists,Desktop,10,5
12498,Canada,53,2021-12-15,Premium Duo,Active,0,0,Yes,No,2,8.73,Classical,Daily Mix,Social Listening,Mobile,6,9
12499,UK,26,2024-09-25,Free,Active,1,0,No,No,3,3.79,Pop,AI DJ,Mood-based Auto Playlists,Smart Speaker,7,8
12500,Italy,50,2023-08-14,Free,Active,1,0,No,No,4,14.96,Rock,Playlists,HiFi Audio,Tablet,5,8
12501,Mexico,17,2021-04-27,Free,Inactive,3,1,No,No,3,10.19,Indie,Offline Mode,Concert Alerts,Tablet,6,8
12502,Brazil,18,2020-03-27,Student,Active,0,0,No,No,4,7.55,Pop,Lyrics,Lyrics Translation,Tablet,13,13
12503,Spain,20,2022-10-28,Premium Individual,Active,1,0,Yes,No,4,13.86,R&B,Discover Weekly,Better AI Recommendations,Car System,8,11
12504,Italy,57,2021-08-21,Premium Individual,Active,1,0,Yes,No,3,12.4,Jazz,Daily Mix,HiFi Audio,Smart Speaker,4,9
12505,UK,44,2019-05-21,Student,Active,0,0,No,No,3,7.78,Country,Daily Mix,Social Listening,Smart Speaker,6,8
12506,Indonesia,59,2021-08-11,Premium Family,Inactive,3,1,Yes,No,1,12.78,Latin,Lyrics,Lyrics Translation,Smart Speaker,13,13
12507,India,32,2018-10-01,Premium Individual,Active,2,0,No,No,3,11.37,K-Pop,Discover Weekly,HiFi Audio,Smart Speaker,7,4
12508,Spain,47,2019-10-17,Premium Individual,Active,1,0,Yes,No,5,17.98,Rock,Podcasts,Better AI Recommendations,Car System,9,8
12509,Spain,36,2025-12-14,Free,Active,0,0,Yes,No,4,4.1,K-Pop,AI DJ,Mood-based Auto Playlists,Car System,6,13
12510,India,38,2023-08-02,Free,Active,2,0,No,No,4,4.81,Bollywood,Discover Weekly,Better AI Recommendations,Smart Speaker,11,6
12511,UK,46,2019-03-14,Premium Family,Active,4,1,No,No,4,9.35,K-Pop,AI DJ,Lyrics Translation,Car System,3,9
12512,USA,39,2022-08-19,Premium Family,Active,0,0,No,No,4,0.45,Latin,Lyrics,Mood-based Auto Playlists,Smart Speaker,4,7
12513,France,24,2020-07-10,Free,Active,0,0,No,No,5,13.72,Classical,Radio,Social Listening,Smart Speaker,5,9
12514,Spain,18,2023-07-25,Premium Family,Active,0,0,No,No,3,6.12,Bollywood,Daily Mix,HiFi Audio,Mobile,7,8
12515,Indonesia,52,2019-04-27,Premium Family,Inactive,4,1,Yes,Yes,2,16.75,Bollywood,Offline Mode,Lyrics Translation,Smart Speaker,13,16
12516,USA,27,2023-02-07,Free,Active,0,0,No,No,4,11.22,Pop,Lyrics,Mood-based Auto Playlists,Desktop,5,4
12517,Mexico,47,2022-06-04,Premium Individual,Active,1,0,Yes,No,4,11.18,Country,Radio,Better AI Recommendations,Smart Speaker,10,6
12518,Germany,40,2018-03-11,Student,Active,0,0,Yes,Yes,4,16.22,K-Pop,Offline Mode,Social Listening,Smart Speaker,10,8
12519,Mexico,28,2018-10-25,Free,Active,0,0,No,No,3,8.58,Jazz,AI DJ,Social Listening,Smart Speaker,4,12
12520,UK,59,2018-02-27,Premium Individual,Active,1,0,No,No,4,11.59,K-Pop,Playlists,Social Listening,Desktop,5,13
12521,Germany,60,2021-10-10,Student,Active,0,0,Yes,No,2,7.47,Electronic,Playlists,Concert Alerts,Car System,7,10
12522,Italy,19,2021-10-20,Student,Active,0,0,Yes,No,5,9.56,Electronic,Discover Weekly,Concert Alerts,Smart Speaker,10,7
12523,USA,23,2023-08-07,Student,Active,1,0,Yes,No,1,10.4,Latin,Playlists,Lyrics Translation,Desktop,12,16
12524,France,37,2023-10-31,Free,Active,3,1,No,No,5,5.94,Indie,Lyrics,HiFi Audio,Car System,5,10
12525,India,20,2019-10-29,Student,Active,2,0,Yes,No,4,12.27,Jazz,AI DJ,HiFi Audio,Smart Speaker,7,9
12526,UK,40,2018-12-31,Free,Active,0,0,Yes,No,3,6.52,Indie,Radio,Social Listening,Tablet,7,12
12527,Germany,35,2026-01-19,Premium Family,Active,0,0,No,No,5,19.88,Classical,AI DJ,Better AI Recommendations,Tablet,4,8
12528,Brazil,58,2023-09-18,Premium Individual,Active,1,0,No,No,2,7.23,Pop,Podcasts,Social Listening,Smart Speaker,14,9
12529,Germany,19,2022-08-03,Premium Individual,Active,0,0,No,No,2,5.43,Classical,Lyrics,Social Listening,Mobile,12,7
12530,Germany,40,2018-11-06,Free,Active,0,0,No,No,4,15.59,Indie,Daily Mix,Mood-based Auto Playlists,Mobile,5,11
12531,UK,56,2023-08-30,Free,Active,2,0,No,No,4,13.16,Rock,Radio,Social Listening,Mobile,7,12
12532,USA,17,2022-11-25,Premium Duo,Active,1,0,Yes,No,3,9.76,Hip-Hop,Offline Mode,HiFi Audio,Smart Speaker,2,7
12533,Indonesia,29,2026-02-21,Premium Duo,Active,1,0,No,No,3,8.94,Bollywood,Discover Weekly,Lyrics Translation,Smart Speaker,6,13
12534,France,36,2020-09-17,Free,Active,1,0,Yes,No,5,10.14,Bollywood,Offline Mode,HiFi Audio,Smart Speaker,4,3
12535,Italy,51,2019-06-21,Free,Active,12,1,No,No,5,10.5,Hip-Hop,Daily Mix,Social Listening,Car System,9,10
12536,Canada,49,2024-10-08,Free,Inactive,4,1,No,No,4,7.09,K-Pop,Lyrics,Mood-based Auto Playlists,Desktop,7,9
12537,Australia,43,2024-01-11,Free,Active,0,0,Yes,No,3,1.67,Electronic,AI DJ,Better AI Recommendations,Tablet,8,9
12538,Indonesia,33,2022-09-08,Free,Inactive,4,1,No,No,5,9.39,Country,Daily Mix,Concert Alerts,Desktop,10,6
12539,France,27,2018-01-27,Free,Active,2,0,No,No,3,13.94,Electronic,Offline Mode,Mood-based Auto Playlists,Car System,10,15
12540,Italy,35,2022-03-30,Free,Active,0,0,No,No,3,13.49,Indie,Playlists,Lyrics Translation,Tablet,10,11
12541,Brazil,16,2021-10-24,Free,Active,1,0,Yes,No,4,8.81,Bollywood,AI DJ,Social Listening,Tablet,10,10
12542,UK,34,2025-12-03,Premium Individual,Active,2,0,Yes,Yes,4,8.51,Hip-Hop,Discover Weekly,Concert Alerts,Desktop,6,10
12543,France,59,2024-07-14,Free,Active,1,0,No,No,4,3.22,Pop,AI DJ,Better AI Recommendations,Desktop,6,9
12544,UK,34,2025-12-27,Premium Individual,Active,0,0,Yes,Yes,5,10.53,Pop,Daily Mix,Mood-based Auto Playlists,Car System,10,4
12545,UK,53,2020-07-22,Premium Family,Active,0,0,Yes,No,4,9.45,Latin,Discover Weekly,Mood-based Auto Playlists,Mobile,6,10
12546,Brazil,55,2022-12-31,Premium Individual,Active,0,0,Yes,Yes,1,14.54,Jazz,Discover Weekly,Better AI Recommendations,Desktop,15,7
12547,Canada,56,2020-01-01,Premium Family,Active,0,0,No,No,3,10.86,Jazz,Lyrics,Better AI Recommendations,Smart Speaker,9,9
12548,Australia,16,2018-09-14,Free,Active,0,0,No,No,3,0.97,Indie,AI DJ,Better AI Recommendations,Smart Speaker,8,7
12549,Germany,59,2018-10-22,Premium Individual,Active,0,0,No,No,3,15.18,Latin,Offline Mode,Social Listening,Tablet,7,16
12550,Brazil,49,2018-05-04,Student,Active,2,0,Yes,No,4,8.77,Country,AI DJ,Concert Alerts,Mobile,9,9
12551,Canada,53,2020-10-02,Premium Individual,Active,2,0,No,No,4,15.54,Jazz,AI DJ,Better AI Recommendations,Tablet,12,10
12552,USA,41,2021-04-27,Premium Duo,Active,0,0,No,No,4,11.97,Classical,Radio,Mood-based Auto Playlists,Desktop,7,5
12553,Brazil,23,2025-04-01,Premium Family,Active,1,0,No,No,3,12.67,Classical,Lyrics,Concert Alerts,Mobile,7,7
12554,Australia,50,2020-03-21,Free,Active,0,0,No,No,1,10.9,Classical,Podcasts,Better AI Recommendations,Car System,9,8
12555,India,32,2021-01-23,Premium Individual,Active,0,0,Yes,No,4,6.69,Bollywood,AI DJ,Lyrics Translation,Car System,9,14
